horodatage;timezone;sha_model;groupe;ticker;source;spot;prob_ml;seuil_ml;prob_implicite;ratio;direction;decision;raison;side;strike;expiry;dte;bid;ask;mid;iv;delta;theta_jour;vega;cout_entree_ask;ret_1s;ret_3s;ret_5s;exit_bid_1s;exit_bid_3s;exit_bid_5s;pnl_option_est_5s_pct;resultat_direction_seule;statut
2026-07-15T11:11:49-04:00;America/New_York;11fa6982d2cf3659;A;PBR;yahoo;17.785;0.1196;0.323;0.4776;0.25;0.352;rejet_prob;prob 0.120 < seuil 0.323;call;18.5;2026-08-07;23.0;0.06;0.55;0.305;0.4639;0.399;-0.0182;0.0172;55.0;;;;;;;;;en_attente
2026-07-15T11:11:49-04:00;America/New_York;11fa6982d2cf3659;scan;GOLD;yahoo;39.49;0.346;0.323;0.3416;1.013;0.147;rejet_ratio;options déjà chères : ratio 1.01 < 1.5 (p_implicite 0.342);;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:50-04:00;America/New_York;11fa6982d2cf3659;scan;CLF;yahoo;9.7664;0.0431;0.323;0.4362;0.099;-0.193;rejet_prob;prob 0.043 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:50-04:00;America/New_York;11fa6982d2cf3659;scan;CCL;yahoo;27.165;0.2179;0.323;0.1854;1.175;-0.035;rejet_prob;prob 0.218 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:51-04:00;America/New_York;11fa6982d2cf3659;scan;RIOT;yahoo;19.95;0.0574;0.323;0.3412;0.168;-0.016;rejet_prob;prob 0.057 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:51-04:00;America/New_York;11fa6982d2cf3659;scan;TLRY;yahoo;4.4799;0.3942;0.323;0.6645;0.593;-0.112;rejet_ratio;options déjà chères : ratio 0.59 < 1.5 (p_implicite 0.664);;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:52-04:00;America/New_York;11fa6982d2cf3659;scan;BAC;yahoo;61.795;0.159;0.323;0.1119;1.421;0.54;rejet_prob;prob 0.159 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:52-04:00;America/New_York;11fa6982d2cf3659;A;BAC;yahoo;61.795;0.159;0.323;0.1119;1.421;0.54;rejet_prob;prob 0.159 < seuil 0.323;call;63.0;2026-08-07;23.0;0.87;0.92;0.895;0.2261;0.397;-0.0323;0.0598;92.0;;;;;;;;;en_attente
2026-07-15T11:11:52-04:00;America/New_York;11fa6982d2cf3659;scan;AGNC;yahoo;11.4144;0.0754;0.323;0.4853;0.155;0.904;rejet_prob;prob 0.075 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-15T11:11:52-04:00;America/New_York;11fa6982d2cf3659;A;AGNC;yahoo;11.4144;0.0754;0.323;0.4853;0.155;0.904;rejet_prob;prob 0.075 < seuil 0.323;call;11.5;2026-08-07;23.0;0.14;0.16;0.15;0.1699;0.465;-0.0048;0.0114;16.0;;;;;;;;;en_attente
2026-07-15T11:11:53-04:00;America/New_York;11fa6982d2cf3659;scan;KVUE;yahoo;18.895;0.2137;0.323;0.4836;0.442;0.026;rejet_prob;prob 0.214 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-16T11:21:07-04:00;America/New_York;11fa6982d2cf3659;scan;AAPL;yahoo;330.19;0.0134;0.323;0.0434;0.309;0.262;rejet_prob;prob 0.013 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-16T11:21:08-04:00;America/New_York;11fa6982d2cf3659;scan;NVDA;yahoo;206.37;0.3663;0.323;0.2116;1.731;0.23;signal_sans_direction;mouvement probable mais aucune direction claire : pas de trade;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-16T11:21:09-04:00;America/New_York;11fa6982d2cf3659;scan;TSLA;yahoo;392.68;0.0768;0.323;0.0764;1.005;0.156;rejet_prob;prob 0.077 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-16T11:21:09-04:00;America/New_York;11fa6982d2cf3659;scan;AMD;yahoo;506.955;0.1319;0.323;0.1877;0.703;-0.121;rejet_prob;prob 0.132 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-16T11:21:10-04:00;America/New_York;11fa6982d2cf3659;scan;META;yahoo;675.995;0.0496;0.323;0.1549;0.32;0.671;rejet_prob;prob 0.050 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
2026-07-16T11:21:11-04:00;America/New_York;11fa6982d2cf3659;scan;SPY;yahoo;753.36;0.3096;0.323;0.1821;1.7;-0.081;rejet_prob;prob 0.310 < seuil 0.323;;;;;;;;;;;;;;;;;;;;;en_attente
